x,y,z,Bx,By,Bz
-20051.0,-2553.0,0.0,18.617952,3.276747,-1.2080151
-20051.0,-2053.0,0.0,18.850504,2.6367342,-1.1854019
-20051.0,-1553.0,0.0,19.013758,1.97899,-1.1659064
-20051.0,-1053.0,0.0,19.10826,1.308128,-1.1484944
-20051.0,-553.0,0.0,19.13568,0.6298475,-1.1329157
-20051.0,-53.0,0.0,19.098072,-0.049306143,-1.1193426
-20051.0,447.0,0.0,18.99808,-0.7218139,-1.1087193
-20051.0,947.0,0.0,18.838337,-1.3798507,-1.1020913
-20051.0,1447.0,0.0,18.621468,-2.0157478,-1.1006889
-20051.0,1947.0,0.0,18.350172,-2.622625,-1.1055104
-20051.0,2447.0,0.0,18.027258,-3.1948254,-1.1170491
-20051.0,2947.0,0.0,17.655977,-3.7284458,-1.1351713
-20051.0,3447.0,0.0,17.239859,-4.221342,-1.1589634
-20051.0,3947.0,0.0,16.78334,-4.673052,-1.1872243
-20051.0,4447.0,0.0,16.29124,-5.0844083,-1.218176
-20051.0,4947.0,0.0,15.769087,-5.457026,-1.2502576
-20051.0,5447.0,0.0,15.222427,-5.792752,-1.282192
-20051.0,5947.0,0.0,14.657301,-6.093189,-1.3132911
-20051.0,6447.0,0.0,14.079357,-6.359454,-1.3433496
-20051.0,6947.0,0.0,13.494077,-6.5922174,-1.3726532
-20051.0,7447.0,0.0,12.906376,-6.7916036,-1.4015929
-20051.0,7947.0,0.0,12.320511,-6.957662,-1.4305102
-20051.0,8447.0,0.0,11.739911,-7.0904417,-1.4594141
-20051.0,8947.0,0.0,11.167678,-7.1901665,-1.4880545
-20051.0,9447.0,0.0,10.60596,-7.257577,-1.5157413
-20051.0,9947.0,0.0,10.056553,-7.29375,-1.5416595
-20051.0,10447.0,0.0,9.520791,-7.300114,-1.5647281
-20051.0,10947.0,0.0,8.99965,-7.278618,-1.583978
-20051.0,11447.0,0.0,8.493904,-7.231368,-1.5985472
-20051.0,11947.0,0.0,8.004143,-7.16072,-1.6078819
-20051.0,12447.0,0.0,7.530807,-7.0691733,-1.6117028
-20051.0,12947.0,0.0,7.074285,-6.959279,-1.6100435
-20051.0,13447.0,0.0,6.6349244,-6.833641,-1.6032794
-20051.0,13947.0,0.0,6.2129135,-6.694854,-1.5919816
-20051.0,14447.0,0.0,5.808368,-6.5454907,-1.5769346
-20051.0,14947.0,0.0,5.4214673,-6.3881235,-1.5590626
-20051.0,15447.0,0.0,5.0520563,-6.2252584,-1.539241
-20051.0,15947.0,0.0,4.7001424,-6.0593696,-1.5183295
-20051.0,16447.0,0.0,4.365368,-5.892789,-1.4971211
-20051.0,16947.0,0.0,4.0475345,-5.7278023,-1.476174
-20051.0,17447.0,0.0,3.7460341,-5.5665765,-1.4558744
-20051.0,17947.0,0.0,3.4605503,-5.41109,-1.4364035
-20051.0,18447.0,0.0,3.1903524,-5.263142,-1.417685
-20051.0,18947.0,0.0,2.9349203,-5.1243553,-1.3994646
-20051.0,19447.0,0.0,2.6935394,-4.9960594,-1.3811035
-20051.0,19947.0,0.0,2.4654613,-4.879381,-1.3619674
-19551.0,-20053.0,0.0,1.7668701,4.908238,-1.7459766
-19551.0,-19553.0,0.0,1.9794946,5.129925,-1.79225
-19551.0,-19053.0,0.0,2.208638,5.3560176,-1.8328424
-19551.0,-18553.0,0.0,2.4533775,5.5882874,-1.8668536
-19551.0,-18053.0,0.0,2.7141604,5.826354,-1.8942546
-19551.0,-17553.0,0.0,2.9927995,6.067617,-1.9162713
-19551.0,-17053.0,0.0,3.2921336,6.3083816,-1.9352198
-19551.0,-16553.0,0.0,3.6149025,6.545218,-1.953974
-19551.0,-16053.0,0.0,3.9631295,6.7764716,-1.9747156
-19551.0,-15553.0,0.0,4.337449,7.0027585,-1.9982979
-19551.0,-15053.0,0.0,4.7375345,7.2263837,-2.0234256
-19551.0,-14553.0,0.0,5.1629353,7.4497633,-2.0472355
-19551.0,-14053.0,0.0,5.6141653,7.6737146,-2.0660834
-19551.0,-13553.0,0.0,6.093189,7.896165,-2.0768743
-19551.0,-13053.0,0.0,6.6033745,8.111942,-2.0779328
-19551.0,-12553.0,0.0,7.1486382,8.313924,-2.0695405
-19551.0,-12053.0,0.0,7.732141,8.494288,-2.0536
-19551.0,-11553.0,0.0,8.355197,8.646309,-2.0329165
-19551.0,-11053.0,0.0,9.016275,8.765059,-2.0101829
-19551.0,-10553.0,0.0,9.711175,8.847772,-1.9869981
-19551.0,-10053.0,0.0,10.433597,8.892891,-1.9635051
-19551.0,-9553.0,0.0,11.176154,8.899224,-1.938353
-19551.0,-9053.0,0.0,11.931596,8.864826,-1.9092257
-19551.0,-8553.0,0.0,12.6932,8.786317,-1.8733566
-19551.0,-8053.0,0.0,13.455399,8.659154,-1.8287088
-19551.0,-7553.0,0.0,14.213045,8.478155,-1.7742842
-19551.0,-7053.0,0.0,14.961301,8.238615,-1.7106836
-19551.0,-6553.0,0.0,15.694728,7.937177,-1.639843
-19551.0,-6053.0,0.0,16.407063,7.5727124,-1.5649872
-19551.0,-5553.0,0.0,17.090952,7.1464767,-1.4897205
-19551.0,-5053.0,0.0,17.738174,6.661955,-1.4175086
-19551.0,-4553.0,0.0,18.340174,6.124308,-1.351217
-19551.0,-4053.0,0.0,18.88843,5.5395145,-1.2925941
-19551.0,-3553.0,0.0,19.375174,4.9139013,-1.2422897
